trigram,repetation,polarity,sentiment
cases positivity rate,1,0.0,neutral
positivity rate dips,1,0.0,neutral
rate dips n,1,0.0,neutral
dips n covid,1,0.0,neutral
covid assamcovidupdate assam,1,0.0,neutral
times covid remote,1,-0.1,negative
covid remote pair,1,-0.1,negative
remote pair programming,1,-0.1,negative
pair programming become,1,0.0,neutral
programming become important,1,0.4,positive
become important learn,1,0.4,positive
happybirthdaymodiji n n,1,0.0,neutral
n n busy,1,0.1,positive
n busy centralvista,1,0.1,positive
busy centralvista quad,1,0.1,positive
centralvista quad afghanistan,1,0.0,neutral
quad afghanistan telecomsector,1,0.0,neutral
afghanistan telecomsector around,1,0.0,neutral
telecomsector around covid,1,0.0,neutral
covid india records,1,0.0,neutral
records new cases,1,0.13636363636363635,positive
n n coronavirus,1,0.0,neutral
n coronavirus coronasecondwave,1,0.0,neutral
coronavirus coronasecondwave covid,1,0.0,neutral
coronasecondwave covid coronapandemic,1,0.0,neutral
weekend arrived f,1,0.0,neutral
arrived f enjoy,1,0.4,positive
f enjoy savings,1,0.4,positive
enjoy savings f,1,0.4,positive
savings f n,1,0.0,neutral
f n ninstall,1,0.0,neutral
n ninstall saveonbills,1,0.0,neutral
ninstall saveonbills n,1,0.0,neutral
saveonbills n coranavirus,1,0.0,neutral
stay home f,1,0.0,neutral
home f f,1,0.0,neutral
f f stay,1,0.0,neutral
f stay safe,1,0.5,positive
stay safe f,1,0.5,positive
safe f nget,1,0.5,positive
f nget pills,1,0.0,neutral
nget pills f,1,0.0,neutral
pills f delivered,1,0.0,neutral
f delivered right,1,0.2857142857142857,positive
delivered right doorstep,1,0.2857142857142857,positive
right doorstep f,1,0.2857142857142857,positive
doorstep f f,1,0.0,neutral
f f nshop,1,0.0,neutral
india creates world,1,0.0,neutral
creates world record,1,0.0,neutral
world record covid,1,0.0,neutral
record covid vaccinations,1,0.0,neutral
covid vaccinations day,1,0.0,neutral
vaccinations day indiablooms,1,0.0,neutral
day indiablooms first,1,0.25,positive
digital news man,1,0.0,neutral
latest vaccination count,1,0.5,positive
vaccination count today,1,0.0,neutral
count today n,1,0.0,neutral
n n clock,1,0.0,neutral
n clock cowin,1,0.0,neutral
clock cowin latestvaccination,1,0.0,neutral
cowin latestvaccination covid,1,0.0,neutral
latestvaccination covid covid,1,0.0,neutral
covid covid vaccinationdrive,1,0.0,neutral
sudden travel plan,1,0.0,neutral
travel plan nchoose,1,0.0,neutral
plan nchoose rail,1,0.0,neutral
nchoose rail ntry,1,0.0,neutral
rail ntry booking,1,0.0,neutral
ntry booking ticket,1,0.0,neutral
booking ticket nrail,1,0.0,neutral
ticket nrail ticket,1,0.0,neutral
nrail ticket available,1,0.4,positive
ticket available train,1,0.4,positive
available train depar,1,0.4,positive
vaccines best hope,1,1.0,positive
best hope end,1,1.0,positive
hope end pandemic,1,0.0,neutral
end pandemic navajo,1,0.0,neutral
pandemic navajo nation,1,0.0,neutral
navajo nation covid,1,0.0,neutral
nation covid cases,1,0.0,neutral
covid cases reach,1,0.0,neutral
cases reach september,1,0.0,neutral
union minister launches,1,0.0,neutral
minister launches countrywide,1,0.0,neutral
launches countrywide free,1,0.4,positive
countrywide free telemedicine,1,0.4,positive
free telemedicine consultation,1,0.4,positive
telemedicine consultation cum,1,0.0,neutral
consultation cum drugs,1,0.0,neutral
cum drugs facility,1,0.0,neutral
drugs facility jigyasa,1,0.0,neutral
facility jigyasa n,1,0.0,neutral
jigyasa n n,1,0.0,neutral
f f govt,1,0.0,neutral
f govt e,1,0.0,neutral
govt e en,1,0.0,neutral
outreach covid vaccination,1,0.0,neutral
covid vaccination programmes,1,0.0,neutral
vaccination programmes private,1,0.0,neutral
programmes private hospitals,1,0.0,neutral
private hospitals significantly,1,0.1875,positive
hospitals significantly reduced,1,0.375,positive
significantly reduced past,1,0.0625,positive
reduced past two,1,-0.25,negative
past two mon,1,-0.25,negative
main themes declaration,1,0.16666666666666666,positive
themes declaration health,1,0.0,neutral
declaration health recovery,1,0.0,neutral
health recovery covid,1,0.0,neutral
recovery covid pandemic,1,0.0,neutral
covid pandemic sustainable,1,0.0,neutral
pandemic sustainable development,1,0.0,neutral
sustainable development en,1,0.0,neutral
staying indoors best,1,1.0,positive
indoors best way,1,1.0,positive
best way stay,1,1.0,positive
way stay safe,1,0.5,positive
stay safe covid,1,0.5,positive
safe covid spend,1,0.5,positive
covid spend time,1,0.0,neutral
spend time family,1,0.0,neutral
time family stay,1,0.0,neutral
family stay away,1,0.0,neutral
stay away ety,1,0.0,neutral
away ety amp,1,0.0,neutral
doses day setting,1,0.0,neutral
day setting new,1,0.13636363636363635,positive
new record prime,1,0.13636363636363635,positive
record prime minister,1,0.0,neutral
prime minister modi,1,0.0,neutral
minister modi birth,1,0.0,neutral
new cases coronavirus,1,0.13636363636363635,positive
cases coronavirus mumbai,1,0.0,neutral
coronavirus mumbai friday,1,0.0,neutral
mumbai friday september,1,0.0,neutral
friday september n,1,0.0,neutral
september n n,1,0.0,neutral
n covid n,1,0.0,neutral
frictions world economy,1,0.0,neutral
world economy covid,1,0.0,neutral
economy covid shift,1,0.0,neutral
covid shift thinking,1,0.0,neutral
shift thinking monetary,1,0.0,neutral
thinking monetary fiscal,1,0.0,neutral
monetary fiscal policy,1,0.0,neutral
fiscal policy bode,1,0.0,neutral
policy bode new,1,0.13636363636363635,positive
bode new era,1,0.13636363636363635,positive
covid cases tick,1,0.0,neutral
cases tick vaccination,1,0.0,neutral
tick vaccination rate,1,0.0,neutral
vaccination rate surges,1,0.0,neutral
rate surges n,1,0.0,neutral
surges n nlive,1,0.0,neutral
n nlive blog,1,0.0,neutral
italy motor gasoline,1,0.0,neutral
motor gasoline transport,1,0.0,neutral
gasoline transport diesel,1,0.0,neutral
transport diesel diesel,1,0.0,neutral
diesel diesel gasoil,1,0.0,neutral
diesel gasoil sales,1,0.0,neutral
gasoil sales rose,1,0.6,positive
sales rose pre,1,0.6,positive
rose pre pandemic,1,0.6,positive
pre pandemic levels,1,0.0,neutral
pandemic levels august,1,0.0,neutral
levels august accor,1,0.0,neutral
india abl help,1,0.0,neutral
abl help many,1,0.5,positive
help many nations,1,0.5,positive
many nations vaccines,1,0.5,positive
nations vaccines remedsivir,1,0.0,neutral
vaccines remedsivir drugs,1,0.0,neutral
remedsivir drugs related,1,0.0,neutral
drugs related covid,1,0.0,neutral
related covid many,1,0.25,positive
covid many countries,1,0.5,positive
founder amp ceo,1,0.0,neutral
amp ceo says,1,0.0,neutral
ceo says witnessed,1,0.0,neutral
says witnessed times,1,0.0,neutral
witnessed times jump,1,0.0,neutral
times jump online,1,0.0,neutral
jump online traffic,1,0.0,neutral
online traffic first,1,0.25,positive
watching increasing vaccination,1,0.0,neutral
increasing vaccination today,1,0.0,neutral
vaccination today counter,1,0.0,neutral
today counter cowin,1,0.0,neutral
counter cowin dashboard,1,0.0,neutral
cowin dashboard really,1,0.2,positive
dashboard really giving,1,0.2,positive
really giving joy,1,0.5,positive
giving joy ev,1,0.8,positive
india far administered,1,0.1,positive
far administered vaccine,1,0.1,positive
administered vaccine doses,1,0.0,neutral
vaccine doses per,1,0.0,neutral
doses per cent,1,0.0,neutral
per cent total,1,0.0,neutral
cent total caseload,1,0.0,neutral
mask integrated fresh,1,0.3,positive
integrated fresh air,1,0.3,positive
fresh air fan,1,0.3,positive
air fan sounds,1,0.0,neutral
fan sounds interesting,1,0.5,positive
sounds interesting premium,1,0.5,positive
interesting premium technology,1,0.5,positive
premium technology maskup,1,0.0,neutral
love loved ones,1,0.6,positive
loved ones wear,1,0.7,positive
ones wear mask,1,0.0,neutral
wear mask public,1,0.0,neutral
mask public wear,1,0.0,neutral
public wear office,1,0.0,neutral
wear office love,1,0.5,positive
office love colleagues,1,0.5,positive
love colleagues wearamask,1,0.5,positive
colleagues wearamask yearsofeeztail,1,0.0,neutral
valuations indian amp,1,0.0,neutral
indian amp ites,1,0.0,neutral
amp ites firms,1,0.0,neutral
ites firms reach,1,0.0,neutral
firms reach five,1,0.0,neutral
reach five year,1,0.0,neutral
five year high,1,0.16,positive
year high usd,1,0.16,positive
high usd million,1,0.16,positive
usd million inc,1,0.0,neutral
million inc transaction,1,0.0,neutral
inc transaction valu,1,0.0,neutral
india reported great,1,0.8,positive
reported great decline,1,0.8,positive
great decline various,1,0.4,positive
decline various kinds,1,0.0,neutral
various kinds respiratory,1,0.0,neutral
kinds respiratory diseases,1,0.0,neutral
respiratory diseases e,1,0.0,neutral
diseases e luding,1,0.0,neutral
e luding covid,1,0.0,neutral
luding covid people,1,0.0,neutral
administers crore lakh,1,0.0,neutral
crore lakh doses,1,0.0,neutral
lakh doses covidvaccine,1,0.0,neutral
doses covidvaccine far,1,0.1,positive
covidvaccine far nationwidevaccinationdrive,1,0.1,positive
far nationwidevaccinationdrive n,1,0.1,positive
nationwidevaccinationdrive n covid,1,0.0,neutral
according estimates covid,1,0.0,neutral
estimates covid pandemic,1,0.0,neutral
covid pandemic impacted,1,0.0,neutral
pandemic impacted msme,1,0.0,neutral
impacted msme earnings,1,0.0,neutral
msme earnings per,1,0.0,neutral
earnings per cent,1,0.0,neutral
per cent main,1,0.16666666666666666,positive
cent main problem,1,0.16666666666666666,positive
main problem fa,1,0.16666666666666666,positive
living unprecedented times,1,0.6,positive
unprecedented times okay,1,0.55,positive
times okay feel,1,0.5,positive
okay feel confused,1,0.04999999999999999,positive
feel confused due,1,-0.2625,negative
confused due speculations,1,-0.2625,negative
due speculations rumors,1,-0.125,negative
speculations rumors around,1,0.0,neutral
reports coming players,1,0.0,neutral
coming players tested,1,0.0,neutral
players tested positive,1,0.22727272727272727,positive
positive covid ndon,1,0.22727272727272727,positive
covid ndon think,1,0.0,neutral
ndon think pakvnz,1,0.0,neutral
think pakvnz series,1,0.0,neutral
pakvnz series c,1,0.0,neutral
post pandemic world,1,0.0,neutral
pandemic world mask,1,0.0,neutral
world mask become,1,0.0,neutral
mask become important,1,0.4,positive
become important accessory,1,0.4,positive
important accessory cum,1,0.4,positive
accessory cum necessity,1,0.0,neutral
cum necessity safety,1,0.0,neutral
necessity safety festive,1,0.0,neutral
lockdown fun games,1,0.3,positive
fun games beginning,1,0.3,positive
games beginning eventually,1,0.0,neutral
beginning eventually started,1,0.0,neutral
eventually started getting,1,0.0,neutral
started getting nerves,1,0.0,neutral
getting nerves ncomment,1,0.0,neutral
nerves ncomment tel,1,0.0,neutral
f f cumulative,1,0.0,neutral
f cumulative vaccination,1,0.0,neutral
cumulative vaccination coverage,1,0.0,neutral
vaccination coverage near,1,0.1,positive
coverage near crore,1,0.1,positive
near crore n,1,0.1,positive
crore n n,1,0.0,neutral
f f india,1,0.0,neutral
f india breaks,1,0.0,neutral
india breaks single,1,-0.07142857142857142,negative
breaks single day,1,-0.07142857142857142,negative
single day covid,1,-0.07142857142857142,negative
vaccination record cro,1,0.0,neutral
let help keep,1,0.0,neutral
help keep drinking,1,0.0,neutral
keep drinking water,1,0.0,neutral
drinking water safe,1,0.5,positive
water safe n,1,0.5,positive
safe n f,1,0.5,positive
n f c,1,0.0,neutral
f c e,1,0.0,neutral
c e world,1,0.0,neutral
e world water,1,0.0,neutral
world water monitoring,1,0.0,neutral
water monitoring day,1,0.0,neutral
monitoring day f,1,0.0,neutral
f n c,1,0.0,neutral
n c comment,1,0.0,neutral
c comment answer,1,0.0,neutral
ready variant covid,1,0.2,positive
variant covid nget,1,0.0,neutral
covid nget le,1,0.0,neutral
nget le fe,1,0.0,neutral
le fe uv,1,0.0,neutral
fe uv disinfection,1,0.0,neutral
uv disinfection lamp,1,0.0,neutral
disinfection lamp sterilize,1,0.0,neutral
lamp sterilize living,1,0.0,neutral
sterilize living space,1,0.0,neutral
living space safeguard,1,0.0,neutral
community mask wearing,1,0.0,neutral
mask wearing reduce,1,0.0,neutral
wearing reduce covid,1,0.0,neutral
reduce covid spreading,1,0.0,neutral
covid spreading first,1,0.25,positive
spreading first kind,1,0.425,positive
first kind large,1,0.3547619047619048,positive
kind large rct,1,0.40714285714285714,positive
large rct found,1,0.21428571428571427,positive
rct found bang,1,0.0,neutral
pune new covid,1,0.13636363636363635,positive
cases deaths wearamask,1,0.0,neutral
deaths wearamask getvaccinated,1,0.0,neutral
crore vaccination amp,1,0.0,neutral
vaccination amp still,1,0.0,neutral
amp still hours,1,0.0,neutral
still hours go,1,0.0,neutral
hours go india,1,0.0,neutral
go india best,1,1.0,positive
india best amp,1,1.0,positive
best amp rest,1,1.0,positive
amp rest world,1,0.0,neutral
rest world follows,1,0.0,neutral
see f nwhere,1,0.0,neutral
f nwhere advanced,1,0.4,positive
nwhere advanced countries,1,0.4,positive
advanced countries nit,1,0.4,positive
countries nit massive,1,0.0,neutral
nit massive nmeanwhile,1,0.0,neutral
massive nmeanwhile haters,1,0.0,neutral
nmeanwhile haters n,1,0.0,neutral
haters n vaccine,1,0.0,neutral
n vaccine shorta,1,0.0,neutral
around new paediatric,1,0.13636363636363635,positive
new paediatric intensive,1,0.13636363636363635,positive
paediatric intensive care,1,0.0,neutral
intensive care unit,1,0.0,neutral
care unit beds,1,0.0,neutral
unit beds health,1,0.0,neutral
beds health department,1,0.0,neutral
health department sanctioned,1,0.0,neutral
department sanctioned combat,1,0.0,neutral
sanctioned combat pro,1,0.0,neutral
still need wear,1,0.0,neutral
need wear mask,1,0.0,neutral
wear mask covid,1,0.0,neutral
mask covid vaccine,1,0.0,neutral
covid vaccine e,1,0.0,neutral
vaccine e erts,1,0.0,neutral
mask wearing say,1,0.0,neutral
wearing say safe,1,0.5,positive
uttarakhand specialist govt,1,0.0,neutral
specialist govt doctors,1,0.0,neutral
govt doctors available,1,0.4,positive
doctors available serve,1,0.4,positive
available serve million,1,0.4,positive
serve million population,1,0.0,neutral
million population across,1,0.0,neutral
population across dis,1,0.0,neutral
happy birthday narendramodi,1,0.8,positive
birthday narendramodi happybirthdaymodiji,1,0.0,neutral
narendramodi happybirthdaymodiji vaccinationdrive,1,0.0,neutral
happybirthdaymodiji vaccinationdrive largestvaccinationdrive,1,0.0,neutral
vaccinationdrive largestvaccinationdrive vaccinemandate,1,0.0,neutral
always keep skin,1,0.0,neutral
keep skin clean,1,0.3666666666666667,positive
skin clean using,1,0.3666666666666667,positive
clean using seer,1,0.3666666666666667,positive
using seer secrets,1,0.0,neutral
seer secrets age,1,0.0,neutral
secrets age defying,1,0.0,neutral
age defying contouring,1,0.0,neutral
defying contouring masque,1,0.0,neutral
contouring masque n,1,0.0,neutral
masque n nbuy,1,0.0,neutral
diagnosis early onset,1,0.1,positive
early onset alzheimersdisease,1,0.1,positive
onset alzheimersdisease life,1,0.0,neutral
alzheimersdisease life changing,1,0.0,neutral
life changing corinne,1,0.0,neutral
changing corinne mike,1,0.0,neutral
corinne mike devoted,1,0.0,neutral
mike devoted caregiver,1,0.0,neutral
better vaccinating crore,1,0.5,positive
vaccinating crore citizens,1,0.0,neutral
citizens day nvaccinating,1,0.0,neutral
day nvaccinating crore,1,0.0,neutral
nvaccinating crore citizens,1,0.0,neutral
citizens day nkudos,1,0.0,neutral
day nkudos everyo,1,0.0,neutral
called social distancing,1,0.03333333333333333,positive
